tweet,label
(( ु ›ω‹ ) ु),0
देश द्रोहियो की फैक्ट्री,1
भारत के सनातनी अब मौनव्रत तोड़ दो जयचंदों के लिए भय कारी बन जाइए। बाली दूसरों का हक छीनने की ताक में है आप श्री राम से शिकारी बन जाइये। देश को है श्याम आज बाँसुरी की चाह नही वक्त चाहता है चक्रधारी बन जाइये।। अब तो अवतरित हो जाओ भगवान 🙏,0
वामपंथी नॉटंकी लड़की आयुषी घोष से मिलने आज दीपिका पादुकोण JNU में पहुँच गई के जवान देश के लिए होते है तो एक ट्वीट भी नहीं आता ऐसे लोगों का शर्म आती है ऐसे लोगों पर अपनी फिल्म के प्रमोशन के लिए कोई इतना गिर सकता है थू है,1
भ्रष्टाचार जस का तस है लोक पाल दिल्ली की प्रदूषित यमुना नदी में डूबकर मर गया और में अन्ना जी के मना करने के बाद भी मुख्यमंत्री बन गया,1
पुलिस क्यों जाए मार खाने जाएगी इन ग़द्दारों की जब मन करेगा तब जाएगी 😜😜🙏,1
तानाजी मूवी जो कि एक मराठी योद्धा के ऊपर बनाई गई और शिवसेना के उद्धव ठाकरे जी जिन्हें मराठी होने पर बड़ा अभिमान है उन्होंने तन्हाजी मूवी को टैक्स फ्री नहीं किया क्या हम कारण जान सकते हैं,1
मोदी जी अभी बहुत कुछ करना है राष्ट्रभक्तो मोदी जी का साथ मत छोड़ना BBC के विख्यात पत्रकार मार्क टली ने बयान दिया है कि मोदी इस देश के उस बरगद को उखाड़ कर गिरा रहे है जिसमें विषैले कीड़े लग गए हैं उन्हें अभी बहुत संघर्ष करना होगा मोदी जी के हर संघर्ष में हमे उनका साथ देना है,0
ये अपना कमीनापन दिखा रहें हैं। हिजड़े भी हमारे जैसा नँगापन नहीं कर सकते।,1
ये पात्रा है पैदा ही फ़ेक news और दंगा भड़काने के लिए जन्म लिया है,1
Historical post: मुझे हिटलर से अधिक क्रूर वो जर्मन लगते हैं जो अपने आंखों के सामने सबकुछ देखते रहे - लोगों को मरते हुए जलते हुए। वो खुद को अच्छा इंसान भी समझते रहे। धर्म की बात भी करते रहे। रोज़ रात अच्छी नींद भी सोये। आज उनके ही बच्चे उनसे नफ़रत करते हैं। तुम्हारे भी करेंगे।,1
भाजपा नाराज़ अमदरंचा संपर्कत - सूत्र 🤪,0
गँगस्टर जो एटिएम तोडे चोरी करे हत्या करे जिंदा जलाए बलात्कार करे ऊन सबको माफ करदे :ये है सिननिअर अँड इंदिरा जयसिंहकी वाणी। काश निर्भयाकी मां आशादेवी इंदिरा जय सिंह होती,1
आंटी क्या है ये तु तो बडी नौटंकीबाज निकली,1
यार इस मंदबुद्धि परिवार पर इतने आरोप है। क्यों नहीं करते मोदी जी इन्हें अंदर।,1
तू सूअर है समझे ना तुझे नहीं मालूम सूअर की औलाद,1
ये हैं श्रीलंका के चुस्लामी डॉक्टर मोहम्मद शफ़ी इसने लगभग 5000 बौद्ध और हिन्दू महिलाओं का सिजेरियन ऑपरेशन करने के दौरान उनका गर्भाशय निकाल लिया ताकि वो माँ न बन सके। ऐसा ही गोरखपुर में डॉक्टर काफिल करते थे औऱ अभी राजस्थान में तनवीर खान कर रहे है।,0
चमचे मोदी ज़ी कि बुराई तो करते है लेकिन कभी पप्पू कि तारीफ नही करते इसी क़ो गुप्तरोग कहते है न 🤣,1
बिल्कुल सहीं कहा भैया नें इन रंडियो की क्या औकात हैं यें सिर्फ देशविरोधियों के साथ पायीं जाती हैं,1
खाकी चड्ढी वालों की भाषा देखिए इनसे तो इनके घरों की बेटियां भी असुरक्षित रहती होंगी।,1
🤣😘😘 ❤️जोड दिया है 😂 कबुतरी बहन 😂,1
कांग्रेस और भगवा का वही सम्बंध है - जो सांड और लाल कपड़े का होता है 😂😂,1
मस्त चपराक,1
अबे धरती चपटी हैं समझने वाले कौम के सुवर जाके बकरी choद न यहाँ क्यों चोd फैला रहा हैं। साले हलाला के पैदाइश ।,1
हद है चमचों की गुलामी की भी बांग्लादेशी रोहिंग्या बसा लेंगे उनको चुपचाप नागरिकता वोट के लिए दे देंगे लेकिन में प्रताड़ित को यहाँ नही बसने देंगे। ऊपर से चमचे बनेंगे भी सबसे बड़े लेकिन ग़ुलामो तुम्हारे मालिक है,1
तेरे बलात्कारी बाप ने नया देश कैलाशा बनाया है ।तू वही जाकर अपनी परिवार की पहचान क्यों नही कर लेता रे चुटिया चोट्टा चड्डी चोर,1
सही है कुछ दलाल पत्रकारों के लिए की की छी छी,1
गुंडों के लिए गुंडे ही बनना पड़ता है,1
केसी नादानी वाली बात कर रहे हैं अगर ऐसा होता तो 30 करोड़ हिंदू बचते ही नहीं या तो जबरदस्ती मुसलमान बना दिए जाते या मारे जाते और इसके लिए 100 और 30 के आंकड़ों की आवश्यकता ही नहीं पड़ेगी बल्कि जिस दिन 50 50 भी हो गए वह दिन हिंदुत्व और हिंदुओं का अंतिम दिन होगा यह निश्चित समझे,1
नरेंद्र मोदी-&gt; दामोदरदास मोदी दामोदर मोदी- &gt; मूलचंद दास मोदी मूलचंद मोदी- &gt;मगनलाल मोदी मगनलाल मोदी -&gt; रणछोड़स मोदी राहुल - &gt;राजीव गांधी राजीव -&gt;फिरोज गांधी फिरोज -&gt;जहागीर खान जहाँगीर -&gt;जब्बार खान जब्बार -&gt;मोहम्मद नशीर खान नोट - इस सत्य को सभी को बताएं,0
जाओ बे चूतिया किसी और को बनाओ,1
वो वीसी है सलमान खान नहीं जो अकेले ही 200 गुण्डों को उड़ा-उड़ा कर मारे।,0
"बेबस टुकड़े टुकड़े गैंग गद्दारों के एक बड़े समूह को बेबस कह कर बेबसी को गुण्डा साबित कर दिया वास्तव में बेबस ""गधी को सन्दर्भ में रख सोचना चाहिए",1
बिकाऊ आजतक बिकाऊ अंजना और बिकाऊ मीडिया से और क्या आशा की जा सकती है इनके नाम में ही तक है। चोर और चोर इंडिया टुडे का पूरी। सो चोर मिल जाए लेकिन देश के चौकीदार को फिर भी ना हरा पाए। देश की जनता ना अंधी है ना बहरी है मोदीजी के साथ दोस्ती अब बहुत गहरी है।,1
हम चार हमारे चालीस सबके हाथ मे Ak47 वाले जिहादीओ पर कहर बरपा दिया है SC ने देश की सर्वोच्च अदालत अब जनसंख्या नियंत्रण पर चिंतित है अब हर घर से अफजल निकलेगा वाले फॉर्म्युला पर रोक लगेगी और अब हर घर से सावरकर निकलेंगे वाला फॉर्म्युला लागू होगा 100 करोड़ हिंदुओं का सपना साकार,1
गोबर और गौमूत्र का संबंध तो अंधभक्तो से है हमें उसमे शामिल न करे। हम जैसे है वैसे ही ठीक है। शिक्षक कभी भी ज्ञान अपना और पराया के आधार पर नही देता।,1
सारे के सारे कांड उनाव में ही किओ हो रहे है हवा पानी गड़बड़ होगया है क्या वहा का,0
कब तक ऐसे चुतियापे करते रहोगे तुम्हारा रोज का ड्रामा हो गया है चैक नही करते क्या बेचने से पहले हमेशा ही हिन्दुओं की भावनाओं से खेलते हो,1
ये आपका बडप्पन है की इस पगलेठ को सर कह कर सम्बोधित कर रही हैं नहीं तो इसकी भाषा देश के चुने हुए प्रधानमंत्री के लिये देख कर इसको गवांर कहना चाहिए,1
"अगर यहीं के हो तो इतना ""डर"" कैसे मगर चोरी से घुसे हो तो ये तुम्हारा ""घर"" कैसे अगर तुम ""अमनपसंद"" हो तो इतनी ""गदर"" कैसे जिसे खुद ""खाक"" कर रहे हो वो तुम्हारा ""शहर"" कैसे कल तक सिर्फ कोहरा था मेरे शहर की फ़िज़ा में आज़ नफरत का धुआं है तो सुहानी ""सहर morning कैसे",1
की शादी फिक्स हो गयी है तारीख जानने के लिए डायल करें 88662-88662 जल्दी करें नही तो मटर पनीर खत्म हो जाएगा😃😂😜 साले मुझे बुलाना भी मत मे नहीं आऊंगा साले दूध वाले,1
ऐसी लड़कीयो के कारण कुछ सरीफ शुशील लड़कीया शिकार हो जाती है ।,1
राजस्थान के अस्पतालों में मर रहे बच्चों पर भी एक अल्फाज बोल दो जनाब।। मौतों की संख्या छोटी नहीं है कल्पना करो तुम्हारी भी औलाद अगर शामिल होती उसमें,0
गोरी मेम तनिक हमारी भी सुन लो घर में नौ नौ ठैया बच्चे है प्रेग्नेंट बीवी है ई ससुर आप वालों ने लात मार कर बाहर निकाल दिया अरे दादा कही न्योछावर नही मिल रही है घर में नौ नौ ठैया बच्चे प्रेग्नेंट बीवी ससुर,0
अबे आतंकवादी तु कही का बिकलिंटन है क्या जो तुझे कोई अपना सटिफेक्ट दे आक थू,1
सर इतना शुद्ध हिंदी लिखोगे तो बौने और चाटुकार बौने के समझ में ही नहीं आयेगा और ना बौने के चमचो को,1
चर्शी खींच के आ गया ।,0
याद रहे देश अंग्रेजों से आजाद हुआ था उनकी नाजायज औलादों से नहीं,1
अगर हिंदू धर्म से नफरत है तो मुल्ला बन जा,1
दिल्ली वालों आपका एक वोट कन्हैयाकुमार जैसो को जेल में डलवा सकता है क्योंकि केजरीवाल ने ही इसे बचाया हुआ है BJP का CM होगा तो ये जेल ज़रूर जाएगा 🙏,1
बड़े जातिवादी हो मियां,1
अब तुम क्या साबित करना चाहते हो वहां इस लिए गई क्योंकि वो कांग्रेस को सपोर्ट करती है थोड़ा पानी देखो आसपास और डूब जाओ चाटुकार।,1
इस मूर्ख फिल्मकार को यह नहीं पता कि लोकसभा चुनावी उम्मीदवारी की मोहर चुनाव आयोग तभी लगाता है जब सारे कागजात की जांच हो जाती है देश के PM इस प्रकि्या से गुजर चुके हैं अब इस स्तर हीन कथित फिल्मकार की बारी है अधजल गगरी छलकत जाय,1
सब कुछ सहन कर सकता में अब बस वो अनारकली वाला सोते हुए फोटो ट्विटर पर देखना सहन नही कर सकता । 😢😢,0
गिरफ्तार मत करो ऐसे लोगों से ही तो बीजेपी का असली मुख सामने आता है। बाकी सब तो मुखोटे हैं।,1
अबे चुतीये हर बार क्या जातिवादी राजनीति करता है ।,1
चमन चमचे तू मोदी विरोधी है यहां तक समझ में आता है लेकिन जिनसे इतनी असभ्य बातें कर रहा है ना वह व्यक्ति हम सभी हिंदुस्तानियों की शान एक सैनिक हैं। और यदि तुम्हें देश के सैनिकों का भी सम्मान करने नहीं आता तो इससे पता चलता है कि तुम लोग कितने तुच्छ मानसिकता के हो।,1
"ये और जी की बिरादरी की ही है ना ""झूठ बोला 5 साल"" कह कर माफी मांगी",0
हमारे यहाँ के सूअरों की औलाद बहुत खुश है लेकिन जब इनको इन हालातों का सामना करना पड़ेगा तो यूएन की तरफ दौड़ लगाएंगे 🏃🏃‍♀🏃🏃‍♀🏃🏃‍♀,1
वैसे कलिमा कलीमी पे भरोसा मत करना भाई। क्योकि भारत से भेदभाव पहले से कम ही हुआ है पर हर इल्ललामी काफ़िर को कत्ल करने पे पूण्य कमाता है। ऐसा कुरान में साफ साफ लिखा है। पहले ये हिन्दुओ को बांटेंगे। फिर उनको काटेंगे। पाकिस्तान में देख लो। वहां न ST SC सुरक्षित है न ईसाई।,1
व्हाट्सएप यूनिवर्सिटी से बाहर निकलिए आप तो भक्तों को भी पीछे छोड़ चुके हैं पहले कंफर्म करो वीडियो है कहां की 😂 आप ही की पोस्ट में आए कमेंट सच्चाई बयान कर रहे हैं की आवाम का पसंदीदा नेता कौन है और मौकापरस्त नेता कौन है ❗,1
SIr थोड़ा तो सोचा होता पहले पप्पू और कन्हैया का कर लेते है😂😂😂😂,1
कि घुंघरू टूूट गए💃💃,0
आप राहुल बाबा की अच्छे से चाट रहे हैं जैसे राहुल बाबा कोई भी ट्वीट बिना BJP और RSS का नाम लिए नहीं कर सकते हैं वैसे ही आप हैं चाटने का कुछ तो फायदा हुआ हमें एक और जोकर मिल गया,1
तुम अपनी माँ चु*****वो भो****के,1
ये देखो नेहरू के नाजायज खुल्ले में भोंक रहे,1
में नकाबपोशों के हमले पर सुनील शेट्टी ने कहा- मास्क पहनकर आते हो और खुद को मर्द बोलते हो abplive com entertainment …,0
ठीके बोला था की मोदी अपने जूता पर ज़हर गिरा दे ग़लती से त बहुते पत्तलकाल मर जईहें,1
बदलो की गोद मे सोया अलवर,0
चचा मीडिया के नाम पे अपनी क्यों मरा रहे हो ये ओपिनियन तुम पब्लिकली कैसे दे सकते हो भाई,1
केजरवाल का रोग इसे पकड़ गया है 😂😂,1
इसे उपलब्धि नहीं कहते चोमु गद्दारी कहते है। जो अपने ही देश में अंग्रेजों का साथ दे वो उपलब्धि कैसी।,1
योगी सरकार में भ्रष्टाचार का बोलबाला : लल्लू royalbulletin in category natio…,0
आप अपने अंदर देखिये कितना गू भरा पड़ा है हम कोंग्रेसियों की छोड़िये,1
फिरोज खान के नाम से शरमाना क्यों गांधी नाम को हम जाने क्यों इसलिये प्रियंका गांधी वाड्रा खान दंगाइयों से मिलकर पुलिसकर्मियों का करे अपमान,1
2019 में स्वीडन ने 80 000 और सऊदीअरब ने 40 000 घुसपैठियों को लातमार निकाल दिया और यहाँ दामाद बना रखा है; हरामखोरों ने,1
“छपाक” बनाने वाली मेघना गुलज़ार मशहूर लेखक गुलज़ार की बेटी है जिसने छपाक में नईम खान की जगह राकेश को एसिड अटैक का दोषी बनाया है ताकि मुल्लों को बचाकर हिन्दुओं को हिन्दुओं की नज़रों में गिराया जा सके और हिन्दु अपने हिन्दु होने पर शर्म महसूस कर सकें।यह भी एक जेहादी साज़िश है।,1
तुम गोबर पात्र थे अभी भी हो और शायद हमेशा रहोगे। जब भी मुंह खोलते हो नफरत का गोबर ही छोड़ते हो। नाजियों का चिह्न है हिटलर की पार्टी का सिंबल है स्वास्तिक नहीं है पर आपको तो झूठ बोलकर कभी शर्म आई नहीं ना अब आएगी,1
देखिए जरा ये दोगलापन,1
ये जन्मजात पाकिस्तान की पार्टी है। देश का इतिहास देख लो भूगोल बदल दिया इतिहास में मुगलो को महान बताया सुभाष को डकैत भगत सिंह को सहीद नहीं कहा लेकिन up में हिंसक वारदातों में शामिल लोगो के लिए सहीद का दर्जा मांग रहे।,1
पाकिस्तान में मजबूरन रह गए हिन्दू सिख पारसी और बौद्धों ने दशकों तक पाकिस्तान में जुल्म और बर्बरियत झेली लेकिन अब उनका धैर्य जवाब दे गया है। मजबूरन पाकिस्तान गए या रह गए अल्पसंख्यक अब भारत की ओर रुख कर रहे हैं,0
अरे पप्पू पप्पू नही है बल्कि पप्पू के नाम पर एक धोखा है इसका केरल से ही चुनाव लड़ना महज एक इतफाक नही है बल्कि एक सोची समझी साजिश का हिस्सा है । जिसकी परतें धीरे धीरे करके खुलेंगी और काँग्रेस का गन्दा चेहरा देश के सामने आ जाएगा । जय हिन्द,1
"""अगर तुम्हारी ही का है सवाल तो फिर चलो मैं हाथ बढ़ाता हूँ के लिए।"" ~अहमद फ़राज़",0
क्या कांगी वामी सपाई आपिये इन कठमुल्लों को हिंदुस्तान में लाने के लिए का विरोध कर रहे हैं जबाब दो- सूडो सेकुलर गिरोह 😡,1
हरामी कीं ओलाद हैं तू साले,1
राजनीति के नाम पर धंधा करने वाले पत्रकार और नेता का मुखौटा उतर गया है ।,1
जिन अंडभक्तों केलिए दीपिका कलतक करणीं माँ थी बेमान सत्ता के खिलाफ व संविधान जेएनयू के साथ खड़े होतेही वो दाऊद की रखैल हो गई,1
दिल्ली पुलिस दिल्ली सरकार व केंद्र सरकार से सख्त लहजो मे गुजारिस है शाहीनबागरोड को खालीकराये लोकतंत्र के नाम गुण्डागर्दी हो रही है।,0
बाबा इस पप्पू यादव का up की जमीन पर इस तरह स्वागत करना की जमीन पर ये खुद ईतना रेंग सके और देश की मिट्टी से प्यार हो जाए आपको ये आदमखोर बोला हैै पापी लिंक मै दे रहा हू m facebook com story php stor…,1
गमला नहीं दिख रहा तुमको मिश्रा😂,0
भाक पगली नही जानती हों मोदी जी अपनी बीबी छोड़के अन्ध्भक्तो के माँ पर ही न रहते हैं,1
सारे भड़वे और दल्ले के नक़ाब उतारे जाएँगे हम भी देखेंगे,1
"जो मुस्लिम चीख-चीखकर कहते थे कि भारत मे ""डर"" लगता है अब निकलने की बारी आई तो भारत ""घर"" लगता है ✍️",1
twitter com ShilpiSinghINC…इन सभी मुद्दों पर चुनाव हार चुकी हो चाची कुछ तो शर्म करो,1
एनडीटीवी ने तो कमाल कर दिया आज बिकाऊ चैनल सच्चाई दिखा दिया इसके भैया बंधुओं का पोल खोल दिया लैपट का वामपंथियों का पोल खोल दिया एक वामपंथी चैनल ने गजब हो गया,1
मीडिया कितनी नमकहराम हो गई है 😖 बच्चों के मौत का शतक लगने के बाद ही जागी😱 बिना स्वार्थ के हिंदुस्तानी मीडिया मुख नही खोलती है। 😖 कोटा में 48 घंटे में 9 और बच्चों ने तोड़ा दम अब तक 100 की मौत - Rajasthan kota 9 more deaths hospital toll rises to 100 - aajtak intoday in story rajastha…,1
बच्चियों को चुराने से पहले भगवा वस्त्र पहना गुलाब मोहम्मद ने दाढ़ी और बाल भी बढाये साधुओं की तरह sudarshannews in headlines salu…,0
हा-हा 😅🙏,0
गोदी की दूसरी बहू गोदी मीडिया जैसे पहली को रखा वैसे ही दूसरी को रखेगा।,0
भारत देश में जो भी कम्पनी अपना समान बेचना चाहते है कृप्या देश द्रोहियो को अपना BRAND AMBASSADOR नहीं बनाए।,0
ना सुधरोगे बहोत बड़े वाले चुतिया हो,1
रोहणी जी आपकी प्रोफाइल पिक को क्या हो गया बिल्कुल वैसी लग रही हो जैसे हॉलीवुड फिल्मों में जॉम्बीज होते है चलती फिरती लाश वैसी🤔🙊🙈,1
हिन्दुस्तान का तीन टुकड़ा करने वाले दो टुकड़ों को इस्लामिक देश बनवानेवाले एक टुकड़े को मिक्सचर या सेकुलर देश बनाने वाले को लोकतंत्र मे क्या कहना चाहिए,1
मोदी जी ब्रह्मचारी है नहीं आ पाएंगे,0
तुम्हारे जो आदर्श है उन्होंने अंग्रेजो के हाथ दलाली खाई थी हमारे जो आदर्श है उन्होंने अंग्रेजो के हाथ फाँसी खाई थी। जय हिंद।जय भारत🇮🇳,1
हम हिन्दुओ को आतंकवाद बताता है पहले खुद की औकात देख इस्लाम अपना कर हलाला करा अपने बीवी और बेटियो हे हीम्मत इतनी।,1
केजरीवाल ने कहा पाकिस्तान से आने वाले हिन्दू जासूस भी तो हो सकते है इस नमकहराम को हिंदुओ में जासूस नजर आ रहा है -इन्हें रोहिंग्या में बाप नजर आता है -बांग्लादेशियों में दामाद नजर आता है -टुकड़े टुकड़े गैंग में अपना जीजा दिखता है घटिया गंदे हिन्दू विरोधी गद्दार कहीं के,1
कांग्रेस अध्यक्ष अध्यक्ष ही खेल रही है,1
इसकी बुद्धि भ्रष्ट हो चुकी है बोलना क्या ये जनती तक नी गाँजेडी,1
"कांग्रेस : टीपू सुल्तान महान था क्योंकि ब्रिटिश से लड़ा था ""पेशवा"" गलत थे क्योंकि वो ब्रिटिश से लडे थे।। और पेशवा को ब्रिटिश सेना से मिलकर हराने वाले भीमा कोरेगांव के लोग बहादुर थे वाह चमचों क्या दोगलापन है",1
ग्लोबल हंगर इंडेक्स लिस्ट में भारत भुखमरी के कगार पर खड़ा हैं। छप्पन इंच का सीना देश को बर्बाद करके भूखा मरवायेगा। बाल तक नहीं छोड़ेगा। यह बेहद ही दुखद घटना हैं। शर्म तो सारे राष्ट्र को आनी चाहिए। कृपया इनकी मदद करें। amarujala com amp india-news…,0
देखो हिंदुस्तान के कुछ मुसलमान कितने बड़े मूर्ख हैं ईरानी सुलेमानी की मौत पर दिल्ली में USA के खिलाफ मुस्लिमो ने प्रदर्शन किया 57इस्लामिक मुल्क शांत हैं पर सुलेमानी कीड़ा यहीं वालों को ज़्यादा क्यों काट रहा है अगर इतना ही दर्द है तो ईरान जाकर अमेरिका के खिलाफ युद्ध करो,1
मै ABVP सा पवित्र तुम JNU की स्वरा भास्कर सी गंदी हो मै अक्षय कुमार सा हिंदुस्तानी तुम दीपिका पादुकोण सी रण्डी हो,1
पप्पू यादव जी वाकई में बहुत अच्छे नेता बनकर उभरे हैं वक्त,0
अभी केजरीवाल ने केवल एक शाहीन बाग करवाया है । पुन: जीत गया तो बदरपुर कालिंदीकुंज कापसहेड़ा अलीपुर तिर्की खुर्द सब की सड़क बंद करा देगा घर बैठकर उसका फ़्री पानी जो की बहुत से इलाक़ों में नाले के पानी जैसा ही पीना पिछली बार मूर्खता करे थे इस बार चेत जाओ दिल्ली वालों,1
Dear temperature 🌁 तुम कितना भी गिर जाओ पर कॉंग्रेसियों और केजरीवाल के लेवल तक कभी नही पहुंच पाओगे 😉🤣,1
छूट जाएगी नशे किया लत जब saint Rampal ji maharaj का ज्ञान मिलेगा सुनने व पढ़ने को लाखों युवक छोड़ चुके हैं नशा और जी रहे हैं नशा मुक्त जीवन यहीं हैं का आरम्भ ज़ब देश का युवा नशा त्याग सभ्य समाज जैसा जीवन जी रहा हैं golden time is coming,0
असली गद्दार आगये राजमाता ओर गहलोत को बचाने बेशर्म shrts in gZc6,1
अफ़वाह फैलाने वाले ध्यान दें फ़िल्म में नदीम को मुसलमान ही कहा गया है हिंदुत्व पर खतरा नहीं उठा है | इतना दिमाग पर लोड न ले विरोध के लिए कोई और टॉपिक देखें दीपिका को मुसलमान घोषित कर सकते हैं आप facebook com 10000327406858…,0
लक्स ही क्यों जो भी चीज की विज्ञापन ये हिरोनी करेगी मट्टी पलीत हो जाएगी हिन्दूओं का प्यार देखा अब गुस्सा देख री पादू कौन,1
दो-कौड़ी का ओवैसी हिंदुस्तान को चेतावनी देने वाला होता कौन है ओवैसी ने CAA हटाने के लिए 26जनवरी डेड लाइन दी है अगर नही हटी तो देख लेने की धमकी भी दी है कोई इस बड़े ओवैसी को जाकर समझा दो की तेरा छोटा भाई 15मिनट पुलिस हटाने वाले बयान के बाद पायजामें में मूत गया था,1
कभी हमारे देश के वीर सपूतों (शहीद सैनिकों)के घर तो नही गयी JNU में जाकर देश के गद्दारो कन्हैया कुमार के साथ खड़ी है,1
योगी आदित्यनाथ के संगठन हिंदू युवा वाहिनी के चीफ़ और विधायक राघवेंद्र सिंह कहते हैं प्रियंका गांधी का योगी जी पर टिप्पणी करना सूरज को दीप दिखाना है राहुल गांधी जिस तरह पप्पू हो गए वैसे ही प्रियंका गांधी कुछ दिनों में हो जाएंगी पप्पी,1
Vitamin A को रसायनिक नाम के हो,0
यह दल्ला क्या बोलेगा इतना गोबर खा चुके है यह लोग ये डवे की सरकार बदलते ही इनकी जगह जेलों में है।,1
इसमें से अगर एक भी चीज होती तो अब तक तेरे पिछवाड़े में गांधी जी वाला चरखा घुस चुका होता भड़वे पड़ोसी की नाजायज औलाद वामपंथी आतंकवादी साले।,1
गृहमंत्री अमित शाह ने दिया चैलेंज राहुल गांधी साबित करें सीएए मुसलमानों के खिलाफ है spottv in rahul-gandhi-p… via TV,0
हरामी है साले पाकिस्तान चले जाओ इससे ज्यादा आज़ादी चाइए तो मादरचोदों साले टुकड़े टुकड़े गैंग वाले देश के लिए खतरनाक होते जा रहे है देश विरोधी काम करने आए जरा भी नही डर रहे सरकार को कुछ करना चाइए नई तो टुकड़े टुकड़े गैंग देश को तबाह कर देगी,1
Ye to bata bangaladeshi मुसलमान रोहिंग्या तेरे बाप लगते है जो देश से गदादरी कर रहे सालो पड़ ते लेते caa को जिसमें लिखा 2014के पहले आए शरणार्थी को नागरिकता मिले उसके बाद धार्मिक प्रतानाओ के आधार पर सभी को नागरिकता चाहिए तो जो नियम है उसे पूरा करो,1
मादरजात भडवे हलाला की औलाद,1
गद्दार पुलिस और चोर पुलिस,1
सबसे बड़ी दुश्मन दल्ली मीडिया है वो अगर कवरेज न दे इन लाल चड्डी JNU गेंग को तो इनकी सारी हरकतें बन्द हो जाएगी,1
मेरी लाड़ली भतीजी के सांथ instagram com p B7d3F58HpIn …,0
मोदी हिटलर हैं *Ok Fine* # *शाहीनबाग़* का आंदोलन होता और सत्ता में हिटलर होता तो क्या होता # *शाहीनबाग़* का आंदोलन होता और चीन की शी-जिनपिंग की कम्युनिस्ट सरकार होती तो क्या होता # *शाहीन बाग* का आंदोलन होता और कॉमरेड किम जोंग लेनिन व स्टालिन साहब होते तो क्या,1
महगाई चलेगा बारवाला वेश्या नहीं चाहिए।,0
दीपिका के फ़िल्म की बर्बादी फिल्मी भांडों को एक सबक है धन्यवाद,1
शर्म भी कीजिए और सबसे बड़े लालची हमारे धर्म के लोग है जो ऐसे ऐसे पार्टियों को वोट देते है जो घुसपैठियों का समर्थन करता है,1
please look जाने अंजाने जेका बोल दिया भाया,0
Unethical Unconstitutional Inhuman अरी ओ अंग्रेजी की अम्मा अच्छी तरह से पढ़ाई की होती तो आज ये दिन न देखने पडते तुम्हे भीख माँगकर जो फिल्में करती हो,1
I salute you पहली बार चुनाव प्रचार में केजरीवाल की बेटी हर्षिता केजरीवाल,0
ये सब तो ठीक है लेकिन सिर पर ये चिड़िया का घोंसला क्यों बना कर रखी हो चाची जान कौआ अंडा दे देगा खोते में 🤣🤣🤣🤣🤣,1
यह सब पाकिस्तानी एजंट केजरी वाल का खेल है कांग्रेस आप,0
कांग्रेसियों की 4 बड़ी गलतियां,0
ये रोहिंगिया केजरीवाल के दामाद लगते थे। याद है ना,0
नही मार के भगा दिया 😅,1
जब असलियत पर आधारित फिल्म है तो सिर्फ रहीम रहमान जो भी नाम हो मुल्ले का वो नाम क्यों बदला साफ है कि भी गुप चुप तरीके से गजवा ए हिन्द का हिस्सा है,1
मंदिर बन भी गया तो मैं तो क्या कोई भी कांग्रेसी दर्शन करने नही जाएगा - मणिशंकर अय्यर वैसे भी कुत्तों का मंदिर में प्रवेश वर्जित है,1
